,total_case_count,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04
"Doda, JK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ganderbal, JK",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jammu, JK",27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013102673862655151
"Kathua, JK",1.0,0.03248277194982711,0.03248277194982711,0.03248277194982711,0.03248277194982711,0.03248277194982711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kishtwar, JK",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kulgam, JK",11.0,0.04730525608700383,0.04730525608700383,0.04730525608700383,0.0,0.0,0.0,0.0,0.0,0.04730525608700383,0.2365262804350191,0.2365262804350191,0.2365262804350191,0.2365262804350191,0.18922102434801533
"Kupwara, JK",66.0,0.18273935429049162,0.22842419286311452,0.3197938700083603,0.3197938700083603,0.29695145072204887,0.3197938700083603,0.25126661214942597,0.18273935429049162,0.09136967714524581,0.06852725785893435,0.18273935429049162,0.15989693500418015,0.38832112786729467,0.38832112786729467
"Mirpur, JK",0.0,,,,,,,,,,,,,,
"Muzaffarabad, JK",0.0,,,,,,,,,,,,,,
"Pulwama, JK",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07016805248570326,0.07016805248570326,0.14033610497140653,0.14033610497140653,0.14033610497140653,0.10525207872855488,0.14033610497140653
"Punch, JK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rajouri, JK",4.0,0.03229629916707845,0.03229629916707845,0.03229629916707845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramban, JK",1.0,0.0,0.0,0.07059330140163,0.07059330140163,0.07059330140163,0.07059330140163,0.07059330140163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Reasi, JK",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06354976264163653,0.06354976264163653,0.06354976264163653,0.06354976264163653,0.06354976264163653,0.0,0.0,0.0
"Samba, JK",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12554494352046855,0.18831741528070278,0.18831741528070278
"Shupiyan, JK",41.0,0.7519927808693037,1.8047826740863289,2.481576176868702,2.857572567303354,3.083170401564145,2.3311776206948416,1.2783877274778161,0.601594224695443,0.2255978342607911,0.0,0.0,0.0,0.0,0.0
"Srinagar, JK",109.0,0.015751119707722222,0.015751119707722222,0.015751119707722222,0.0,0.06300447883088889,0.09450671824633333,0.11025783795405555,0.11025783795405555,0.12600895766177778,0.09450671824633333,0.09450671824633333,0.31502239415444444,0.31502239415444444,0.34652463356988894
"Udhampur, JK",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bokaro, JH",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chatra, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deoghar, JH",3.0,0.013405912946023103,0.013405912946023103,0.013405912946023103,0.013405912946023103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026811825892046205,0.026811825892046205,0.026811825892046205
"Dhanbad, JH",2.0,0.0074552813585908335,0.0074552813585908335,0.0074552813585908335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dumka, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Garhwa, JH",3.0,0.0,0.0,0.015124165618688025,0.015124165618688025,0.015124165618688025,0.04537249685606407,0.04537249685606407,0.03024833123737605,0.03024833123737605,0.03024833123737605,0.0,0.0,0.0,0.0
"Giridih, JH",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Godda, JH",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015251086258618771,0.015251086258618771,0.015251086258618771,0.015251086258618771
"Gumla, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hazaribagh, JH",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jamtara, JH",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02530982388159052,0.02530982388159052,0.05061964776318104,0.05061964776318104,0.05061964776318104,0.02530982388159052,0.02530982388159052,0.0
"Khunti, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kodarma, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Latehar, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lohardaga, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pakur, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palamu, JH",3.0,0.0,0.0,0.0,0.0,0.030986629785691302,0.030986629785691302,0.030986629785691302,0.030986629785691302,0.030986629785691302,0.0,0.0,0.0,0.0,0.0
"Pashchimi Singhbhum, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Purbi Singhbhum, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramgarh, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ranchi, JH",82.0,0.06868079980164986,0.048076559861154895,0.08241695976197981,0.08241695976197981,0.11675735966280473,0.20604239940494953,0.34340399900824925,0.3159316790875893,0.28159127918676435,0.2678551192264344,0.19230623944461958,0.05494463984131988,0.041208479880989905,0.03434039990082493
"Sahibganj, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saraikela-Kharsawan, JH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Simdega, JH",2.0,0.03334372546110204,0.03334372546110204,0.03334372546110204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bagalkot, KA",32.0,0.07404171510228863,0.07404171510228863,0.0,0.031732163615266554,0.031732163615266554,0.031732163615266554,0.05288693935877759,0.08461910297404415,0.05288693935877759,0.05288693935877759,0.05288693935877759,0.031732163615266554,0.031732163615266554,0.031732163615266554
"Bellary, KA",13.0,0.055283896630170075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Belgaum, KA",74.0,0.029298270836982537,0.008370934524852153,0.0041854672624260765,0.01255640178727823,0.05022560714911292,0.04604013988668685,0.04604013988668685,0.04604013988668685,0.04185467262426077,0.06278200893639115,0.07533841072366938,0.08370934524852154,0.08370934524852154,0.07952387798609546
"Bangalore, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bangalore Rural, KA",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bidar, KA",23.0,0.023529162632395656,0.011764581316197828,0.011764581316197828,0.011764581316197828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764581316197828,0.011764581316197828,0.09411665052958262
"Chamarajanagar, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chikkaballapura, KA",21.0,0.047832509684090196,0.0,0.0,0.01594416989469673,0.03188833978939346,0.03188833978939346,0.03188833978939346,0.03188833978939346,0.01594416989469673,0.0,0.01594416989469673,0.03188833978939346,0.03188833978939346,0.047832509684090196
"Chikmagalur, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chitradurga, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dakshina Kannada, KA",23.0,0.03839462475253465,0.02879596856440098,0.03839462475253465,0.019197312376267324,0.02879596856440098,0.02879596856440098,0.0479932809406683,0.03839462475253465,0.03839462475253465,0.03839462475253465,0.0479932809406683,0.02879596856440098,0.02879596856440098,0.02879596856440098
"Davanagere, KA",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010272714898775235,0.02054542979755047,0.08218171919020188,0.08218171919020188,0.08218171919020188,0.2979087320644818
"Dharwad, KA",10.0,0.010828411369182233,0.010828411369182233,0.021656822738364466,0.021656822738364466,0.021656822738364466,0.021656822738364466,0.021656822738364466,0.0,0.0,0.0,0.010828411369182233,0.010828411369182233,0.010828411369182233,0.010828411369182233
"Gadag, KA",5.0,0.03755039967706657,0.03755039967706657,0.018775199838533284,0.018775199838533284,0.0,0.0,0.0,0.018775199838533284,0.018775199838533284,0.018775199838533284,0.018775199838533284,0.018775199838533284,0.0,0.0
"Hassan, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Haveri, KA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012511682783799374
"Gulbarga, KA",62.0,0.07797599275135171,0.11696398912702757,0.10916638985189239,0.10916638985189239,0.07017839347621654,0.06238079420108137,0.02339279782540551,0.06238079420108137,0.12476158840216274,0.1325591876772979,0.1325591876772979,0.1325591876772979,0.1325591876772979,0.08577359202648689
"Kodagu, KA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kolar, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Koppal, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandya, KA",27.0,0.04423115200035385,0.011057788000088463,0.022115576000176926,0.03317336400026538,0.04423115200035385,0.04423115200035385,0.06634672800053076,0.04423115200035385,0.03317336400026538,0.022115576000176926,0.11057788000088463,0.0884623040007077,0.0884623040007077,0.11057788000088463
"Mysore, KA",88.0,0.15360244481665208,0.08681877315723815,0.040070202995648375,0.026713468663765588,0.03339183582970698,0.020035101497824188,0.006678367165941397,0.006678367165941397,0.013356734331882794,0.006678367165941397,0.006678367165941397,0.006678367165941397,0.006678367165941397,0.0
"Raichur, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramanagara, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shimoga, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tumkur, KA",7.0,0.0,0.0,0.0,0.007458653884522883,0.007458653884522883,0.007458653884522883,0.007458653884522883,0.007458653884522883,0.007458653884522883,0.014917307769045766,0.014917307769045766,0.02983461553809153,0.02983461553809153,0.022375961653568647
"Udupi, KA",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uttara Kannada, KA",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bijapur (Karnataka), KA",47.0,0.16550947955544154,0.1471195373826147,0.1471195373826147,0.16550947955544154,0.06436479760489393,0.03677988434565368,0.055169826518480514,0.03677988434565368,0.01838994217282684,0.03677988434565368,0.04597485543206709,0.04597485543206709,0.04597485543206709,0.055169826518480514
"Yadgir, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alappuzha, KL",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ernakulam, KL",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Idukki, KL",24.0,0.0,0.0,0.07223782860311002,0.07223782860311002,0.07223782860311002,0.18059457150777505,0.2528324001108851,0.18059457150777505,0.18059457150777505,0.18059457150777505,0.07223782860311002,0.0,0.0,0.0
"Kannur, KL",116.0,0.15837588695445942,0.21380744738852023,0.1900510643453513,0.1821322699976283,0.14253829825901346,0.06335035478178376,0.01583758869544594,0.039593971738614855,0.039593971738614855,0.03167517739089188,0.03167517739089188,0.03167517739089188,0.00791879434772297,0.00791879434772297
"Kasaragod, KL",179.0,0.06141563027790574,0.06141563027790574,0.06141563027790574,0.09212344541685859,0.09212344541685859,0.046061722708429294,0.046061722708429294,0.06141563027790574,0.046061722708429294,0.06141563027790574,0.06141563027790574,0.06141563027790574,0.046061722708429294,0.015353907569476435
"Kollam, KL",20.0,0.007605421600842377,0.007605421600842377,0.015210843201684754,0.015210843201684754,0.038027108004211885,0.030421686403369508,0.030421686403369508,0.022816264802527127,0.06844879440758139,0.045632529605054255,0.045632529605054255,0.045632529605054255,0.045632529605054255,0.0
"Kottayam, KL",21.0,0.0,0.010104153615468247,0.030312460846404737,0.030312460846404737,0.060624921692809475,0.11114568977015073,0.16166645784749195,0.14145815061655545,0.14145815061655545,0.11114568977015073,0.060624921692809475,0.0,0.010104153615468247,0.010104153615468247
"Kozhikode, KL",24.0,0.012946898618986692,0.019420347928480037,0.025893797237973384,0.025893797237973384,0.025893797237973384,0.025893797237973384,0.012946898618986692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Malappuram, KL",24.0,0.004865048421826943,0.009730096843653885,0.009730096843653885,0.009730096843653885,0.009730096843653885,0.004865048421826943,0.004865048421826943,0.004865048421826943,0.004865048421826943,0.009730096843653885,0.009730096843653885,0.004865048421826943,0.004865048421826943,0.004865048421826943
"Palakkad, KL",13.0,0.028460716384692122,0.028460716384692122,0.028460716384692122,0.028460716384692122,0.028460716384692122,0.0,0.007115179096173031,0.007115179096173031,0.007115179096173031,0.007115179096173031,0.007115179096173031,0.0,0.0,0.0
"Pathanamthitta, KL",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiruvananthapuram, KL",17.0,0.0,0.0,0.006047258112699122,0.006047258112699122,0.006047258112699122,0.006047258112699122,0.006047258112699122,0.0,0.012094516225398245,0.012094516225398245,0.012094516225398245,0.012094516225398245,0.012094516225398245,0.0
"Thrissur, KL",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wayanad, KL",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02449305499425638,0.02449305499425638,0.02449305499425638
"Kargil, LA",9.0,0.0,0.0,0.0,0.0,0.13948168605462105,0.13948168605462105,0.13948168605462105,0.418445058163863,0.418445058163863,0.2789633721092421,0.2789633721092421,0.418445058163863,0.2789633721092421,0.2789633721092421
"Leh(Ladakh), LA",33.0,0.0,0.0,0.0,0.0,0.13595823363062867,0.13595823363062867,0.13595823363062867,0.13595823363062867,0.13595823363062867,0.0,0.0,0.0,2.447248205351316,2.447248205351316
"Lakshadweep, LD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agar Malwa, MP",12.0,,,,,,,,,,,,,,
"Alirajpur, MP",3.0,0.027447003267565738,0.027447003267565738,0.0,0.027447003267565738,0.027447003267565738,0.027447003267565738,0.027447003267565738,0.027447003267565738,0.0,0.0,0.0,0.0,0.0,0.0
"Anuppur, MP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05336741732386418,0.05336741732386418,0.05336741732386418,0.05336741732386418
"Ashok Nagar, MP",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023669227282571523,0.023669227282571523,0.023669227282571523,0.023669227282571523,0.023669227282571523,0.0,0.0
"Balaghat, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barwani, MP",26.0,0.014433565545347018,0.014433565545347018,0.0,0.014433565545347018,0.014433565545347018,0.014433565545347018,0.014433565545347018,0.014433565545347018,0.0,0.028867131090694036,0.028867131090694036,0.028867131090694036,0.028867131090694036,0.028867131090694036
"Betul, MP",2.0,0.012696421577060612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bhind, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bhopal, MP",563.0,0.7094160197116309,0.861433738221266,0.7938703077725392,1.131687460016173,1.1739146040466273,1.140132888822264,1.0894603159857188,1.1739146040466273,1.0387877431491737,1.0134514567309012,0.9374425974760836,0.8276520229969028,0.6249617316507224,0.6756343044872675
"Burhanpur, MP",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026420323569702756,0.026420323569702756,0.026420323569702756,0.026420323569702756,0.4755658242546496,0.44914550068494685,0.871870677800191
"Chhatarpur, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chhindwara, MP",5.0,0.0,0.0,0.0,0.0,0.009567977128707472,0.009567977128707472,0.009567977128707472,0.009567977128707472,0.009567977128707472,0.0,0.0,0.0,0.0,0.0
"Damoh, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Datia, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dewas, MP",26.0,0.051180117547934986,0.03838508816095123,0.03838508816095123,0.03838508816095123,0.025590058773967493,0.025590058773967493,0.03838508816095123,0.025590058773967493,0.03838508816095123,0.03838508816095123,0.051180117547934986,0.03838508816095123,0.03838508816095123,0.025590058773967493
"Dhar, MP",55.0,0.21971261589840488,0.1830938465820041,0.12816569260740282,0.1830938465820041,0.10070161562010226,0.05492815397460122,0.05492815397460122,0.09154692329100204,0.10985630794920244,0.10985630794920244,0.11901100027830266,0.13732038493650306,0.13732038493650306,0.06408284630370141
"Dindori, MP",2.0,0.0,0.0,0.0,0.0,0.0,0.05680059299819091,0.05680059299819091,0.05680059299819091,0.05680059299819091,0.05680059299819091,0.0,0.0,0.0,0.0
"Khandwa (East Nimar), MP",47.0,0.0,0.0,0.04582100939101587,0.04582100939101587,0.061094679188021174,0.061094679188021174,0.061094679188021174,0.015273669797005293,0.15273669797005293,0.13746302817304762,0.13746302817304762,0.15273669797005293,0.15273669797005293,0.015273669797005293
"Guna, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gwalior, MP",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009849582106855161,0.009849582106855161,0.009849582106855161,0.009849582106855161
"Harda, MP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506913880715832,0.03506913880715832,0.03506913880715832,0.03506913880715832,0.10520741642147492,0.07013827761431664,0.07013827761431664,0.07013827761431664
"Hoshangabad, MP",36.0,0.14504724108060194,0.11281452084046818,0.032232720240133766,0.09669816072040129,0.08058180060033442,0.11281452084046818,0.12893088096053507,0.12893088096053507,0.08058180060033442,0.08058180060033442,0.04834908036020064,0.032232720240133766,0.032232720240133766,0.016116360120066883
"Indore, MP",1611.0,1.375164828784339,0.6050725246651092,0.5195067130963058,0.9045528651559208,1.0512371135595837,1.491289858770572,1.6318622634907487,2.50585591022924,2.73199412651822,2.4508493170778665,2.0719150087017373,2.0658031650182513,1.1979213619632465,0.8250988972706035
"Jabalpur, MP",98.0,0.048766333673884894,0.048766333673884894,0.05689405595286571,0.12191583418471225,0.20319305697452042,0.32510889115923264,0.40638611394904084,0.3820029471120984,0.3820029471120984,0.34136433571719427,0.22757622381146284,0.18693761241655876,0.2113207792535012,0.16255444557961632
"Jhabua, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Katni, MP",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015483663186971428,0.015483663186971428,0.015483663186971428
"Mandla, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandsaur, MP",35.0,0.014927244609771972,0.0,0.0,0.0,0.0,0.014927244609771972,0.014927244609771972,0.014927244609771972,0.014927244609771972,0.014927244609771972,0.22390866914657956,0.38810835985407127,0.40303560446384323,0.40303560446384323
"Morena, MP",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01017740747846079,0.030532222435382367,0.030532222435382367,0.04070962991384316
"Narsimhapur, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Neemuch, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Niwari, MP",0.0,,,,,,,,,,,,,,
"Panna, MP",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019684496883944143,0.019684496883944143
"Raisen, MP",59.0,0.1051288617022315,0.1051288617022315,0.09011045288762701,0.30036817629209006,0.210257723404463,0.210257723404463,0.27033135866288105,0.450552264438135,0.27033135866288105,0.39047862917971704,0.420515446808926,0.36044181155050803,0.18022090577525401,0.18022090577525401
"Rajgarh, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ratlam, MP",16.0,0.0,0.0,0.0,0.0,0.0,0.013750590415975988,0.013750590415975988,0.013750590415975988,0.013750590415975988,0.027501180831951976,0.041251771247927956,0.041251771247927956,0.041251771247927956,0.041251771247927956
"Rewa, MP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016922306307282007,0.016922306307282007,0.016922306307282007,0.016922306307282007,0.016922306307282007,0.0,0.0
"Sagar, MP",5.0,0.008409385715396955,0.008409385715396955,0.025228157146190863,0.025228157146190863,0.025228157146190863,0.025228157146190863,0.025228157146190863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Satna, MP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008974167410400791
"Sehore, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seoni, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shahdol, MP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03755907338010064,0.03755907338010064,0.05633861007015096,0.05633861007015096,0.05633861007015096,0.01877953669005032,0.01877953669005032
"Shajapur, MP",7.0,0.013224425778902149,0.013224425778902149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013224425778902149,0.013224425778902149,0.013224425778902149,0.013224425778902149
"Sheopur, MP",4.0,0.029071795706677214,0.029071795706677214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shivpuri, MP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sidhi, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Singrauli, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tikamgarh, MP",2.0,0.0,0.0,0.013841596766602998,0.013841596766602998,0.013841596766602998,0.013841596766602998,0.013841596766602998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ujjain, MP",154.0,0.10066114238317267,0.17112394205139353,0.5133718261541806,0.5939007400607189,0.5838346258224015,0.5536362831074497,0.6039668542990361,0.29191731291120077,0.2516528559579317,0.3523139983411044,0.41271068377100795,0.2818511986728835,0.3321817698644698,0.38251234105605614
"Umaria, MP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vidisha, MP",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khargone (West Nimar), MP",77.0,0.042725616624110174,0.042725616624110174,0.12817684987233052,0.2029466789645233,0.19226527480849578,0.19226527480849578,0.19226527480849578,0.08545123324822035,0.10681404156027544,0.10681404156027544,0.12817684987233052,0.1709024664964407,0.1709024664964407,0.0747698290921928
"Ahmadnagar, MH",53.0,0.11005742135901986,0.11005742135901986,0.1452757961939062,0.10565512450465907,0.12766660877646302,0.12326431192210223,0.12326431192210223,0.08804593708721589,0.06603445281541191,0.026413781126164767,0.0,0.0,0.0,0.0
"Akola, MH",55.0,0.010997367780021854,0.06598420668013111,0.05498683890010926,0.05498683890010926,0.06598420668013111,0.07698157446015297,0.021994735560043707,0.07698157446015297,0.13196841336026222,0.12097104558024038,0.10997367780021852,0.21994735560043704,0.3079262978406119,0.25293945894050257
"Amravati, MH",58.0,0.04847937514240817,0.055405000162752197,0.06233062518309621,0.04155375012206414,0.04847937514240817,0.055405000162752197,0.06233062518309621,0.09003312526447231,0.08310750024412827,0.07618187522378427,0.055405000162752197,0.06233062518309621,0.04155375012206414,0.20776875061032068
"Aurangabad (Bihar), MH",294.0,0.0,0.023892550422241098,0.023892550422241098,0.023892550422241098,0.023892550422241098,0.023892550422241098,0.015928366948160733,0.31856733896321465,0.4380300910744201,0.6450988614005095,0.8840243656229206,1.3379828236455016,1.2264842550083763,1.6565501626087162
"Bhandara, MH",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016683210850760338,0.016683210850760338,0.016683210850760338,0.016683210850760338,0.016683210850760338,0.0,0.0,0.0
"Bid, MH",1.0,0.0,0.0,0.0,0.0,0.0,0.007734065697794478,0.007734065697794478,0.007734065697794478,0.007734065697794478,0.007734065697794478,0.0,0.0,0.0,0.0
"Buldana, MH",24.0,0.1004621645964377,0.1004621645964377,0.10819002341154828,0.06955072933599532,0.1004621645964377,0.08500644696621651,0.08500644696621651,0.07727858815110591,0.06182287052088473,0.015455717630221183,0.0,0.0,0.0,0.0
